country,admin1_name,admin2_name,SurveyId,n_slept_under_net,n_respondents,total_hh,total_n_itn,total_n_itn_used,prop_use,mean_age,prop_female,n_clusters
Tanzania,Morogoro,Morogoro DC,TZ2012DHS,239,327,0,0,0,0.73088685,24.30606449,0.538702258,4
Tanzania,Morogoro,Morogoro DC,TZ2015DHS,2947,7011,355,63,56,0.420339467,23.17589511,0.502328549,73
Tanzania,Morogoro,Morogoro DC,TZ2017DHS,155,190,0,0,0,0.815789474,27.07142857,0.508991009,2
Tanzania,Morogoro,Morogoro DC,TZ2022DHS,3390,4953,205,66,52,0.684433677,25.27521696,0.477315542,45
Tanzania,Morogoro,Morogoro MC,TZ2007DHS,82,115,0,0,0,0.713043478,24.79747413,0.592209373,2
Tanzania,Morogoro,Morogoro MC,TZ2010DHS,2250,3970,186,35,29,0.56675063,23.42657005,0.470830458,42
Tanzania,Morogoro,Morogoro MC,TZ2012DHS,139,162,0,0,0,0.858024691,25.05011494,0.50045977,2
Tanzania,Morogoro,Morogoro MC,TZ2015DHS,3948,5376,266,92,81,0.734375,25.02527414,0.533911773,56
Tanzania,Morogoro,Morogoro MC,TZ2017DHS,227,277,0,0,0,0.819494585,24.66883555,0.578251184,3
Tanzania,Morogoro,Morogoro MC,TZ2022DHS,6250,8750,346,84,70,0.714285714,25.37672913,0.54517809,75
Tanzania,Morogoro,Mvomero DC,TZ2007DHS,86,158,0,0,0,0.544303797,22.28481013,0.518987342,2
Tanzania,Morogoro,Mvomero DC,TZ2010DHS,1143,4112,204,13,12,0.277966926,23.68259756,0.479286559,40
Tanzania,Morogoro,Mvomero DC,TZ2012DHS,126,142,0,0,0,0.887323944,25.27108696,0.52173913,2
Tanzania,Morogoro,Mvomero DC,TZ2015DHS,992,2270,124,25,22,0.437004405,29.1954023,0.529454023,32
Tanzania,Morogoro,Mvomero DC,TZ2017DHS,106,173,0,0,0,0.612716763,25.58217687,0.506870748,2
Tanzania,Morogoro,Mvomero DC,TZ2022DHS,4124,7530,317,87,70,0.547675963,23.79863811,0.548575309,66
Tanzania,Morogoro,Ulanga DC,TZ2010DHS,1288,4350,215,20,18,0.296091954,20.96732456,0.470131579,40
Tanzania,Morogoro,Ulanga DC,TZ2015DHS,1365,1995,95,30,30,0.684210526,21.75789474,0.547368421,21
Tanzania,Morogoro,Ulanga DC,TZ2017DHS,239,266,0,0,0,0.898496241,22.89999937,0.525136112,3
Tanzania,Morogoro,Ulanga DC,TZ2022DHS,1872,2352,88,29,25,0.795918367,24.91836735,0.510204082,24
Tanzania,Mtwara,Masasi DC,TZ2007DHS,48,348,0,0,0,0.137931034,23.36117959,0.538696817,5
Tanzania,Mtwara,Masasi DC,TZ2010DHS,3195,6316,320,94,74,0.505858138,26.11834174,0.519186391,72
Tanzania,Mtwara,Masasi DC,TZ2012DHS,205,286,0,0,0,0.716783217,24.13275952,0.557813814,4
Tanzania,Mtwara,Masasi DC,TZ2015DHS,1820,4110,202,66,39,0.442822384,28.59847556,0.460720193,52
Tanzania,Mtwara,Masasi DC,TZ2017DHS,176,301,0,0,0,0.584717608,26.58466957,0.515522614,4
Tanzania,Mtwara,Masasi DC,TZ2022DHS,5970,8734,342,135,122,0.683535608,27.18005073,0.498945835,94
Tanzania,Mtwara,Masasi TC,TZ2007DHS,25,62,0,0,0,0.403225806,23.32258065,0.612903226,1
Tanzania,Mtwara,Masasi TC,TZ2010DHS,595,935,55,18,14,0.636363636,29.36363636,0.490909091,17
Tanzania,Mtwara,Masasi TC,TZ2012DHS,43,52,0,0,0,0.826923077,29.38461538,0.576923077,1
Tanzania,Mtwara,Masasi TC,TZ2015DHS,1302,2844,143,45,33,0.457805907,26.68526044,0.495645864,39
Tanzania,Mtwara,Masasi TC,TZ2017DHS,94,152,0,0,0,0.618421053,27.17007974,0.573212056,2
Tanzania,Mtwara,Masasi TC,TZ2022DHS,1656,1920,74,37,33,0.8625,23.9125,0.4875,24
Tanzania,Mtwara,Mtwara DC,TZ2010DHS,936,1296,68,17,16,0.722222222,31.59722222,0.583333333,18
Tanzania,Mtwara,Mtwara DC,TZ2012DHS,137,161,0,0,0,0.850931677,28.10812693,0.527863777,2
Tanzania,Mtwara,Mtwara DC,TZ2015DHS,1684,2634,130,50,43,0.639331815,27.40183509,0.576425193,26
Tanzania,Mtwara,Mtwara DC,TZ2017DHS,129,157,0,0,0,0.821656051,27.01539491,0.576647097,2
Tanzania,Mtwara,Mtwara DC,TZ2022DHS,3708,5618,220,73,68,0.66002136,28.02890615,0.502330956,63
Tanzania,Mtwara,Mtwara MC,TZ2007DHS,97,134,0,0,0,0.723880597,27.14398148,0.505787037,2
Tanzania,Mtwara,Mtwara MC,TZ2010DHS,1296,1456,91,37,35,0.89010989,22.67032967,0.582417582,16
Tanzania,Mtwara,Mtwara MC,TZ2012DHS,120,154,0,0,0,0.779220779,23.77456304,0.475394536,2
Tanzania,Mtwara,Mtwara MC,TZ2015DHS,2604,3250,142,54,46,0.801230769,29.06995741,0.520480062,41
Tanzania,Mtwara,Mtwara MC,TZ2017DHS,164,186,0,0,0,0.88172043,27.15405311,0.504094046,2
Tanzania,Mtwara,Mtwara MC,TZ2022DHS,4220,4716,178,59,51,0.894826124,25.83781818,0.59620202,50
Tanzania,Mtwara,Nanyamba TC,TZ2007DHS,12,61,0,0,0,0.196721311,22.06779661,0.491803279,1
Tanzania,Mtwara,Nanyamba TC,TZ2010DHS,2458,5065,249,62,51,0.485291214,25.66646771,0.513327759,50
Tanzania,Mtwara,Nanyamba TC,TZ2012DHS,55,101,0,0,0,0.544554455,23.33663366,0.603960396,1
Tanzania,Mtwara,Nanyamba TC,TZ2015DHS,588,1260,65,14,12,0.466666667,27.62222222,0.477777778,14
Tanzania,Mtwara,Nanyamba TC,TZ2017DHS,141,181,0,0,0,0.779005525,26.85529908,0.519297592,2
Tanzania,Mtwara,Nanyumbu DC,TZ2007DHS,30,158,0,0,0,0.189873418,23.98876497,0.599147122,2
Tanzania,Mtwara,Nanyumbu DC,TZ2010DHS,1340,1920,96,37,28,0.697916667,25.25,0.53125,20
Tanzania,Mtwara,Nanyumbu DC,TZ2012DHS,118,165,0,0,0,0.715151515,23.89037552,0.54886162,2
Tanzania,Mtwara,Nanyumbu DC,TZ2015DHS,1194,3328,157,53,34,0.358774038,26.60472644,0.505273556,40
Tanzania,Mtwara,Nanyumbu DC,TZ2017DHS,94,166,0,0,0,0.56626506,24.4514811,0.454618415,2
Tanzania,Mtwara,Nanyumbu DC,TZ2022DHS,4324,5682,220,92,83,0.760999648,26.77332146,0.552826625,76
Tanzania,Mtwara,Newala DC,TZ2007DHS,7,71,0,0,0,0.098591549,31.81690141,0.563380282,1
Tanzania,Mtwara,Newala DC,TZ2010DHS,792,2002,91,20,16,0.395604396,27.83516484,0.582417582,22
Tanzania,Mtwara,Newala DC,TZ2012DHS,71,104,0,0,0,0.682692308,31.62173203,0.491830065,2
Tanzania,Mtwara,Newala DC,TZ2015DHS,1350,2838,145,40,28,0.475687104,26.90071967,0.585330748,34
Tanzania,Mtwara,Newala DC,TZ2017DHS,72,155,0,0,0,0.464516129,26.72619048,0.540325285,2
Tanzania,Mtwara,Newala DC,TZ2022DHS,2808,4162,160,52,49,0.674675637,29.28476152,0.481809663,51
Tanzania,Mtwara,Newala TC,TZ2007DHS,11,49,0,0,0,0.224489796,28.24489796,0.612244898,1
Tanzania,Mtwara,Newala TC,TZ2010DHS,1858,3684,176,41,37,0.504343105,27.58969036,0.601761929,42
Tanzania,Mtwara,Newala TC,TZ2012DHS,85,119,0,0,0,0.714285714,30.26107595,0.528639241,2
Tanzania,Mtwara,Newala TC,TZ2015DHS,1145,2838,140,37,28,0.403453136,26.29130144,0.503747073,35
Tanzania,Mtwara,Newala TC,TZ2017DHS,67,86,0,0,0,0.779069767,26.3372093,0.569767442,1
Tanzania,Mtwara,Newala TC,TZ2022DHS,2755,4059,156,64,61,0.678738606,26.98156028,0.512668614,45
Tanzania,Mtwara,Tandahimba DC,TZ2007DHS,67,270,0,0,0,0.248148148,26.96616078,0.500513539,4
Tanzania,Mtwara,Tandahimba DC,TZ2010DHS,2644,5813,284,68,54,0.454842594,27.60579595,0.533786705,61
Tanzania,Mtwara,Tandahimba DC,TZ2012DHS,215,297,0,0,0,0.723905724,28.2337064,0.54329479,4
Tanzania,Mtwara,Tandahimba DC,TZ2015DHS,3267,5889,288,83,75,0.554763118,27.81619242,0.570980535,70
Tanzania,Mtwara,Tandahimba DC,TZ2017DHS,181,256,0,0,0,0.70703125,26.19364564,0.526035869,3
Tanzania,Mtwara,Tandahimba DC,TZ2022DHS,5078,8304,319,85,80,0.611512524,30.90823693,0.563336065,98
Tanzania,Mwanza,Buchosa DC,TZ2007DHS,67,112,0,0,0,0.598214286,19.15178571,0.455357143,1
Tanzania,Mwanza,Buchosa DC,TZ2010DHS,4907,5915,276,74,70,0.829585799,20.12680972,0.519258274,43
Tanzania,Mwanza,Buchosa DC,TZ2012DHS,174,253,0,0,0,0.687747036,19.65953721,0.485334584,2
Tanzania,Mwanza,Buchosa DC,TZ2015DHS,2811,4108,196,91,58,0.684274586,25.09378466,0.472116442,50
Tanzania,Mwanza,Buchosa DC,TZ2017DHS,181,243,0,0,0,0.744855967,20.33480441,0.454526197,2
Tanzania,Mwanza,Buchosa DC,TZ2022DHS,4558,6649,280,97,81,0.685516619,25.54672325,0.502731167,72
Tanzania,Mwanza,Ilemela MC,TZ2010DHS,3288,4788,226,59,50,0.686716792,21.22366429,0.58049813,42
Tanzania,Mwanza,Ilemela MC,TZ2012DHS,299,365,0,0,0,0.819178082,22.16353694,0.541270433,5
Tanzania,Mwanza,Ilemela MC,TZ2015DHS,5512,6310,321,167,116,0.873534073,22.65953155,0.569555756,52
Tanzania,Mwanza,Ilemela MC,TZ2017DHS,241,327,0,0,0,0.737003058,21.14959992,0.516176693,3
Tanzania,Mwanza,Ilemela MC,TZ2022DHS,6223,10574,413,125,100,0.588519009,23.17984501,0.531161484,75
Tanzania,Mwanza,Kwimba DC,TZ2007DHS,42,196,0,0,0,0.214285714,20.16314655,0.535560345,2
Tanzania,Mwanza,Kwimba DC,TZ2010DHS,6936,9789,462,111,97,0.708550414,19.60813888,0.498994298,60
Tanzania,Mwanza,Kwimba DC,TZ2012DHS,293,380,0,0,0,0.771052632,18.97900042,0.497175019,3
Tanzania,Mwanza,Kwimba DC,TZ2015DHS,4310,6956,334,142,84,0.619608971,20.01368412,0.519698363,49
Tanzania,Mwanza,Kwimba DC,TZ2017DHS,292,438,0,0,0,0.666666667,20.82452541,0.493126819,3
Tanzania,Mwanza,Kwimba DC,TZ2022DHS,5146,7744,295,86,77,0.664514463,21.57203214,0.52538307,46
Tanzania,Mwanza,Magu DC,TZ2007DHS,19,99,0,0,0,0.191919192,19.96969697,0.494949495,1
Tanzania,Mwanza,Magu DC,TZ2010DHS,3976,4843,222,76,69,0.820978732,20.9512001,0.51462803,37
Tanzania,Mwanza,Magu DC,TZ2012DHS,162,217,0,0,0,0.746543779,20.49835669,0.471069019,2
Tanzania,Mwanza,Magu DC,TZ2015DHS,3156,4956,249,104,70,0.636803874,21.58008987,0.512674857,36
Tanzania,Mwanza,Magu DC,TZ2017DHS,89,106,0,0,0,0.839622642,21.89622642,0.566037736,1
Tanzania,Mwanza,Magu DC,TZ2022DHS,5226,7878,301,113,93,0.663366337,22.49536349,0.504242848,52
Tanzania,Mwanza,Misungwi DC,TZ2007DHS,18,122,0,0,0,0.147540984,21.3442623,0.540983607,1
Tanzania,Mwanza,Misungwi DC,TZ2010DHS,4408,5780,274,77,73,0.762629758,19.81470588,0.520433437,38
Tanzania,Mwanza,Misungwi DC,TZ2012DHS,250,319,0,0,0,0.78369906,20.43218318,0.546116863,3
Tanzania,Mwanza,Misungwi DC,TZ2015DHS,3017,5138,228,107,62,0.58719346,20.51047672,0.449793361,35
Tanzania,Mwanza,Misungwi DC,TZ2017DHS,91,144,0,0,0,0.631944444,19.70833333,0.520833333,1
Tanzania,Mwanza,Misungwi DC,TZ2022DHS,7972,10380,420,175,147,0.768015414,21.95523199,0.507752805,73
Tanzania,Mwanza,Nyamagana MC,TZ2007DHS,168,230,0,0,0,0.730434783,22.04338677,0.552975406,3
Tanzania,Mwanza,Nyamagana MC,TZ2010DHS,1056,1472,63,23,19,0.717391304,20.86956522,0.554347826,16
Tanzania,Mwanza,Nyamagana MC,TZ2012DHS,56,75,0,0,0,0.746666667,29.89333333,0.52,1
Tanzania,Mwanza,Nyamagana MC,TZ2015DHS,3183,5133,250,95,65,0.620105202,20.06240216,0.52972288,48
Tanzania,Mwanza,Nyamagana MC,TZ2017DHS,233,330,0,0,0,0.706060606,20.19955488,0.551483759,3
Tanzania,Mwanza,Nyamagana MC,TZ2022DHS,8795,12321,492,178,134,0.71382193,22.60614455,0.507113848,109
Tanzania,Mwanza,Sengerema DC,TZ2007DHS,80,223,0,0,0,0.358744395,20.47741597,0.497333549,2
Tanzania,Mwanza,Sengerema DC,TZ2010DHS,2002,2486,113,32,27,0.805309735,20.45132743,0.460176991,22
Tanzania,Mwanza,Sengerema DC,TZ2012DHS,239,288,0,0,0,0.829861111,18.84333202,0.493804091,2
Tanzania,Mwanza,Sengerema DC,TZ2015DHS,1920,2520,126,67,43,0.761904762,21.55555556,0.555555556,20
Tanzania,Mwanza,Sengerema DC,TZ2017DHS,315,423,0,0,0,0.744680851,18.60036374,0.525617256,3
Tanzania,Mwanza,Sengerema DC,TZ2022DHS,3573,5831,235,73,58,0.612759389,20.99498229,0.50196514,44
Tanzania,Mwanza,Ukerewe DC,TZ2007DHS,36,103,0,0,0,0.349514563,19.40776699,0.611650485,1
Tanzania,Mwanza,Ukerewe DC,TZ2010DHS,2436,3465,165,41,38,0.703030303,20.56363636,0.496969697,21
Tanzania,Mwanza,Ukerewe DC,TZ2012DHS,180,256,0,0,0,0.703125,21.7495098,0.519117647,2
Tanzania,Mwanza,Ukerewe DC,TZ2015DHS,4822,6235,317,155,109,0.773376103,21.8836809,0.52964333,49
Tanzania,Mwanza,Ukerewe DC,TZ2017DHS,276,371,0,0,0,0.74393531,21.73640891,0.487316523,3
Tanzania,Mwanza,Ukerewe DC,TZ2022DHS,5544,7801,302,123,95,0.710678118,21.67255951,0.448657302,51
Tanzania,Njombe,Ludewa DC,TZ2007DHS,15,89,0,0,0,0.168539326,19.28089888,0.629213483,1
Tanzania,Njombe,Ludewa DC,TZ2010DHS,583,957,51,17,11,0.609195402,21.20689655,0.551724138,11
Tanzania,Njombe,Ludewa DC,TZ2012DHS,217,314,0,0,0,0.691082803,25.70982235,0.54023569,4
Tanzania,Njombe,Ludewa DC,TZ2015DHS,1194,5943,297,69,38,0.200908632,23.77266382,0.522131044,67
Tanzania,Njombe,Ludewa DC,TZ2017DHS,93,258,0,0,0,0.360465116,25.91162911,0.544451844,3
Tanzania,Njombe,Ludewa DC,TZ2022DHS,3792,6604,263,138,94,0.574197456,25.423721,0.513316269,70
Tanzania,Njombe,Makambako TC,TZ2007DHS,8,67,0,0,0,0.119402985,18.68656716,0.507462687,1
Tanzania,Njombe,Makambako TC,TZ2010DHS,1236,4844,246,41,23,0.255161024,22.36262869,0.477538138,59
Tanzania,Njombe,Makambako TC,TZ2012DHS,57,80,0,0,0,0.7125,20.6125,0.5625,1
Tanzania,Njombe,Makambako TC,TZ2015DHS,794,4234,210,52,21,0.187529523,22.31060758,0.513887214,46
Tanzania,Njombe,Makambako TC,TZ2017DHS,10,75,0,0,0,0.133333333,29,0.533333333,1
Tanzania,Njombe,Makambako TC,TZ2022DHS,3128,6388,250,69,53,0.489668128,24.92306864,0.536951585,65
Tanzania,Njombe,Makete DC,TZ2007DHS,0,67,0,0,0,0,26.65671642,0.641791045,1
Tanzania,Njombe,Makete DC,TZ2010DHS,448,2055,110,22,13,0.218004866,23.18513605,0.550442177,28
Tanzania,Njombe,Makete DC,TZ2012DHS,128,301,0,0,0,0.425249169,24.97504137,0.546382044,4
Tanzania,Njombe,Makete DC,TZ2015DHS,319,4749,219,37,12,0.067172036,27.96708552,0.49508839,65
Tanzania,Njombe,Makete DC,TZ2017DHS,5,82,0,0,0,0.06097561,26.1097561,0.56097561,1
Tanzania,Njombe,Makete DC,TZ2022DHS,988,3844,153,23,20,0.257023933,29.72773862,0.581760095,47
Tanzania,Njombe,Njombe DC,TZ2007DHS,7,69,0,0,0,0.101449275,24.85507246,0.579710145,1
Tanzania,Njombe,Njombe DC,TZ2010DHS,247,1144,48,9,5,0.215909091,21.93181818,0.443181818,13
Tanzania,Njombe,Njombe DC,TZ2012DHS,209,410,0,0,0,0.509756098,22.01130554,0.52584061,5
Tanzania,Njombe,Njombe DC,TZ2015DHS,701,3034,148,44,17,0.231048121,28.09558339,0.502636783,37
Tanzania,Njombe,Njombe DC,TZ2017DHS,13,78,0,0,0,0.166666667,24.97435897,0.538461538,1
Tanzania,Njombe,Njombe DC,TZ2022DHS,2459,6631,271,104,59,0.370833962,26.96350271,0.535343761,73
Tanzania,Njombe,Njombe MC,TZ2007DHS,4,88,0,0,0,0.045454545,20.06818182,0.465909091,1
Tanzania,Njombe,Njombe MC,TZ2010DHS,204,1116,47,8,4,0.182795699,26.07526882,0.440860215,12
Tanzania,Njombe,Njombe MC,TZ2012DHS,77,146,0,0,0,0.52739726,24.28566002,0.537796771,2
Tanzania,Njombe,Njombe MC,TZ2015DHS,301,4057,214,31,6,0.074192753,22.63904985,0.493187299,46
Tanzania,Njombe,Njombe MC,TZ2017DHS,31,146,0,0,0,0.212328767,24.89691311,0.504382622,2
Tanzania,Njombe,Njombe MC,TZ2022DHS,2538,8830,352,79,50,0.287429219,26.59491723,0.512699574,97
Tanzania,Njombe,Wanging'ombe DC,TZ2007DHS,3,125,0,0,0,0.024,26.73668033,0.599001025,2
Tanzania,Njombe,Wanging'ombe DC,TZ2010DHS,96,1408,69,3,2,0.068181818,23.27272727,0.556818182,16
Tanzania,Njombe,Wanging'ombe DC,TZ2012DHS,294,375,0,0,0,0.784,23.62896867,0.524519565,5
Tanzania,Njombe,Wanging'ombe DC,TZ2015DHS,1443,7028,346,100,42,0.205321571,23.0432986,0.53290413,83
Tanzania,Njombe,Wanging'ombe DC,TZ2017DHS,33,174,0,0,0,0.189655172,26.5893617,0.534973404,2
Tanzania,Njombe,Wanging'ombe DC,TZ2022DHS,1953,6827,266,62,45,0.286070016,30.87369175,0.539729483,83
Tanzania,Pwani,Bagamoyo DC,TZ2007DHS,56,83,0,0,0,0.674698795,23.45018007,0.516506603,2
Tanzania,Pwani,Bagamoyo DC,TZ2010DHS,1408,2332,106,36,30,0.603773585,25.14150943,0.528301887,22
Tanzania,Pwani,Bagamoyo DC,TZ2012DHS,124,144,0,0,0,0.861111111,21.14076465,0.550893744,2
Tanzania,Pwani,Bagamoyo DC,TZ2017DHS,232,273,0,0,0,0.84981685,22.75843426,0.520723768,3
Tanzania,Pwani,Chalinze DC,TZ2007DHS,59,198,0,0,0,0.297979798,26.09624027,0.488371275,3
Tanzania,Pwani,Chalinze DC,TZ2010DHS,3933,7573,405,101,77,0.519345042,22.48789585,0.50573705,75
Tanzania,Pwani,Chalinze DC,TZ2012DHS,205,253,0,0,0,0.81027668,26.40340048,0.520704733,3
Tanzania,Pwani,Chalinze DC,TZ2015DHS,4628,8484,420,114,93,0.545497407,24.99125447,0.517982407,90
Tanzania,Pwani,Chalinze DC,TZ2017DHS,200,268,0,0,0,0.746268657,26.67442613,0.491522904,3
Tanzania,Pwani,Chalinze DC,TZ2022DHS,8616,15312,521,118,103,0.562695925,24.56987086,0.52094029,119
Tanzania,Pwani,Kibaha DC,TZ2007DHS,104,138,0,0,0,0.753623188,24.88788007,0.532728041,2
Tanzania,Pwani,Kibaha DC,TZ2010DHS,2594,3936,187,43,37,0.659044715,24.08436248,0.556152477,42
Tanzania,Pwani,Kibaha DC,TZ2012DHS,66,99,0,0,0,0.666666667,20.97979798,0.505050505,1
Tanzania,Pwani,Kibaha DC,TZ2015DHS,2105,2883,148,48,44,0.730142213,25.33502665,0.574973166,38
Tanzania,Pwani,Kibaha DC,TZ2017DHS,66,105,0,0,0,0.628571429,24.78095238,0.495238095,1
Tanzania,Pwani,Kibaha DC,TZ2022DHS,2964,3406,112,21,21,0.870229008,23.38931298,0.526717557,26
Tanzania,Pwani,Kibaha TC,TZ2012DHS,197,220,0,0,0,0.895454545,26.35160819,0.480750487,3
Tanzania,Pwani,Kibaha TC,TZ2015DHS,2717,3588,196,66,60,0.757246377,24.94319576,0.527575298,47
Tanzania,Pwani,Kibaha TC,TZ2017DHS,166,191,0,0,0,0.869109948,23.06282895,0.549835526,2
Tanzania,Pwani,Kibaha TC,TZ2022DHS,6569,7530,259,68,56,0.872377158,25.32285512,0.485526914,73
Tanzania,Pwani,Kibiti DC,TZ2007DHS,25,78,0,0,0,0.320512821,27.94871795,0.576923077,1
Tanzania,Pwani,Kibiti DC,TZ2010DHS,3157,5322,287,75,65,0.593198046,24.76999863,0.538754008,55
Tanzania,Pwani,Kibiti DC,TZ2012DHS,198,251,0,0,0,0.788844622,22.75518427,0.516921357,3
Tanzania,Pwani,Kibiti DC,TZ2015DHS,570,825,45,10,10,0.690909091,24.54545455,0.563636364,15
Tanzania,Pwani,Kibiti DC,TZ2017DHS,198,281,0,0,0,0.704626335,21.47166401,0.520627326,2
Tanzania,Pwani,Kibiti DC,TZ2022DHS,6116,8403,337,118,100,0.727835297,23.1868933,0.546157722,69
Tanzania,Pwani,Kisarawe DC,TZ2007DHS,21,145,0,0,0,0.144827586,27.06540084,0.49932873,2
Tanzania,Pwani,Kisarawe DC,TZ2010DHS,2298,3648,186,57,44,0.629934211,24.95739348,0.492976628,38
Tanzania,Pwani,Kisarawe DC,TZ2012DHS,70,76,0,0,0,0.921052632,27.73684211,0.394736842,1
Tanzania,Pwani,Kisarawe DC,TZ2015DHS,110,900,53,9,0,0.122222222,25.87777778,0.522222222,10
Tanzania,Pwani,Kisarawe DC,TZ2017DHS,194,250,0,0,0,0.776,25.94400082,0.497850123,3
Tanzania,Pwani,Kisarawe DC,TZ2022DHS,4238,5018,193,81,72,0.844559585,27.02519908,0.506580367,52
Tanzania,Pwani,Mafia DC,TZ2007DHS,44,65,0,0,0,0.676923077,22.16923077,0.553846154,1
Tanzania,Pwani,Mafia DC,TZ2010DHS,1062,1566,87,27,25,0.67816092,24.95402299,0.459770115,18
Tanzania,Pwani,Mafia DC,TZ2015DHS,1122,1377,75,38,35,0.814814815,26.83950617,0.518518519,17
Tanzania,Pwani,Mafia DC,TZ2017DHS,57,66,0,0,0,0.863636364,21.43939394,0.439393939,1
Tanzania,Pwani,Mafia DC,TZ2022DHS,1764,2163,68,30,29,0.815533981,27.08737864,0.495145631,21
Tanzania,Pwani,Mkuranga DC,TZ2007DHS,109,285,0,0,0,0.38245614,25.2401553,0.572442817,4
Tanzania,Pwani,Mkuranga DC,TZ2010DHS,5091,7331,391,106,98,0.694448234,24.360432,0.499034711,74
Tanzania,Pwani,Mkuranga DC,TZ2012DHS,309,379,0,0,0,0.81530343,27.8073752,0.504367044,5
Tanzania,Pwani,Mkuranga DC,TZ2015DHS,2920,5705,307,88,68,0.511831727,25.00861373,0.505169089,65
Tanzania,Pwani,Mkuranga DC,TZ2017DHS,234,289,0,0,0,0.809688581,26.87683313,0.490574384,3
Tanzania,Pwani,Mkuranga DC,TZ2022DHS,8499,12214,474,138,122,0.695840838,23.49791674,0.522482835,100
Tanzania,Pwani,Rufiji DC,TZ2007DHS,55,166,0,0,0,0.331325301,26.50856953,0.566459352,3
Tanzania,Pwani,Rufiji DC,TZ2010DHS,1000,2100,104,27,23,0.476190476,26.97115385,0.561904762,20
Tanzania,Pwani,Rufiji DC,TZ2012DHS,44,72,0,0,0,0.611111111,23.63888889,0.569444444,1
Tanzania,Pwani,Rufiji DC,TZ2015DHS,2048,4052,210,40,37,0.505429418,23.46095228,0.5294529,44
Tanzania,Pwani,Rufiji DC,TZ2017DHS,157,186,0,0,0,0.844086022,25.607842,0.547550098,2
Tanzania,Rukwa,Kalambo DC,TZ2007DHS,4,155,0,0,0,0.025806452,20.64416919,0.529743849,2
Tanzania,Rukwa,Kalambo DC,TZ2010DHS,4872,8520,388,87,73,0.571830986,18.92690195,0.555684645,80
Tanzania,Rukwa,Kalambo DC,TZ2012DHS,251,374,0,0,0,0.671122995,19.3547619,0.532738095,4
Tanzania,Rukwa,Kalambo DC,TZ2015DHS,1089,8650,417,30,21,0.125895954,17.83086358,0.514367577,77
Tanzania,Rukwa,Kalambo DC,TZ2017DHS,68,211,0,0,0,0.322274882,18.2296378,0.491838023,2
Tanzania,Rukwa,Kalambo DC,TZ2022DHS,4522,7652,297,98,75,0.590956613,21.87611085,0.548579559,73
Tanzania,Rukwa,Nkasi DC,TZ2007DHS,0,214,0,0,0,0,19.75133642,0.524501069,2
Tanzania,Rukwa,Nkasi DC,TZ2010DHS,3029,4445,217,76,63,0.68143982,21.50196111,0.484638784,49
Tanzania,Rukwa,Nkasi DC,TZ2012DHS,270,405,0,0,0,0.666666667,22.57909143,0.523711714,5
Tanzania,Rukwa,Nkasi DC,TZ2015DHS,1957,7628,380,55,40,0.256554798,20.88989752,0.506119514,85
Tanzania,Rukwa,Nkasi DC,TZ2017DHS,98,278,0,0,0,0.352517986,22.38669031,0.47079134,3
Tanzania,Rukwa,Nkasi DC,TZ2022DHS,10146,13958,542,211,173,0.726894971,20.11694929,0.514481427,116
Tanzania,Rukwa,Sumbawanga DC,TZ2007DHS,38,366,0,0,0,0.103825137,18.4279028,0.492593764,4
Tanzania,Rukwa,Sumbawanga DC,TZ2010DHS,3971,6453,316,68,65,0.615372695,21.21741206,0.49153279,56
Tanzania,Rukwa,Sumbawanga DC,TZ2012DHS,567,834,0,0,0,0.679856115,19.7289461,0.487011385,7
Tanzania,Rukwa,Sumbawanga DC,TZ2015DHS,1906,12649,601,47,36,0.150683849,19.37411832,0.528114924,118
Tanzania,Rukwa,Sumbawanga DC,TZ2017DHS,75,289,0,0,0,0.259515571,22.14719235,0.539266014,3
Tanzania,Rukwa,Sumbawanga DC,TZ2022DHS,9655,18939,727,210,158,0.509794604,20.37543309,0.505665786,155
Tanzania,Rukwa,Sumbawanga MC,TZ2007DHS,57,265,0,0,0,0.21509434,19.78257727,0.514397472,3
Tanzania,Rukwa,Sumbawanga MC,TZ2010DHS,1871,3910,190,37,34,0.478516624,22.00199557,0.544456763,41
Tanzania,Rukwa,Sumbawanga MC,TZ2012DHS,191,333,0,0,0,0.573573574,21.65279082,0.529919144,4
Tanzania,Rukwa,Sumbawanga MC,TZ2015DHS,1806,11731,567,59,35,0.15395107,21.00732502,0.5303921,118
Tanzania,Rukwa,Sumbawanga MC,TZ2017DHS,94,193,0,0,0,0.487046632,20.88578597,0.548921251,2
Tanzania,Rukwa,Sumbawanga MC,TZ2022DHS,5748,8737,337,146,113,0.657891725,21.71682827,0.550454238,76
Tanzania,Ruvuma,Madaba DC,TZ2022DHS,484,1870,73,22,10,0.258823529,28.68235294,0.517647059,22
Tanzania,Ruvuma,Mbinga DC,TZ2007DHS,42,263,0,0,0,0.159695817,21.32281797,0.468714111,3
Tanzania,Ruvuma,Mbinga DC,TZ2010DHS,4568,10004,470,112,87,0.456617353,23.571794,0.490031314,102
Tanzania,Ruvuma,Mbinga DC,TZ2012DHS,116,178,0,0,0,0.651685393,21.73718195,0.541107275,2
Tanzania,Ruvuma,Mbinga DC,TZ2015DHS,4000,8547,408,126,92,0.468000468,23.37448231,0.471624247,94
Tanzania,Ruvuma,Mbinga DC,TZ2017DHS,118,291,0,0,0,0.405498282,25.27222271,0.482530516,3
Tanzania,Ruvuma,Mbinga DC,TZ2022DHS,1612,2964,114,36,31,0.543859649,22.26315789,0.50877193,26
